C Major Scale (both hands, 1 and 2 octaves) -- jps beginner doc pg 90@0@1548145891.3562708
"All Major Triads in 1st inversion (i.e. C: CEG becomes EGC) -- RH alone, LH alone, both, RH with base note, base note + hands together"@0@1548146205.0213804
Play a jazz standard (melody in RH and base note ONLY LH)@1@1548206254.2160869
F Major scale (both hands, 1 and 2 octaves)@0@1548317249.2543507
